도루_D,도루_R,방어율,자책,완투,실점,득점,타수,안타수,2루,3루,홈런,볼넷,삼진,이닝당아웃수,안타허용,홈런허용,볼넷허용,탈삼진,탈병살,실책,OPS,WHIP,W
1,0,7.0,7,0,8,9,37,13,2,1,0,5,7,27,13,1,3,7,1,1,0.8912776412776413,1.7777777777777777,1
0,1,9.0,8,0,9,8,40,13,4,0,1,3,7,24,13,0,5,7,0,3,0.8863636363636364,2.25,0
0,1,6.0,6,0,6,3,32,6,1,0,1,4,15,27,9,3,6,15,0,1,0.5902777777777778,1.6666666666666667,0
1,0,2.0,2,0,3,6,36,9,2,0,3,6,6,27,6,1,4,6,1,3,0.9276485788113695,1.1111111111111112,1
2,1,4.0,4,0,5,2,31,5,1,0,0,5,4,27,13,0,1,4,3,2,0.5093378607809846,1.5555555555555556,0
1,2,1.0,1,0,2,5,37,13,4,0,0,1,12,27,5,0,5,12,1,1,0.8278805120910384,1.1111111111111112,1
0,0,5.0,5,0,6,18,39,15,3,1,4,4,8,27,11,0,5,8,2,2,1.2523310023310024,1.7777777777777777,1
0,0,18.0,16,0,18,6,37,11,3,0,0,5,5,24,15,4,4,5,0,3,0.7593307593307593,2.375,0
1,1,4.0,4,0,4,3,35,9,2,0,1,2,5,27,8,4,0,5,0,0,0.6972972972972973,0.8888888888888888,0
1,1,3.0,3,0,3,4,35,8,0,0,4,0,5,27,9,1,2,5,1,0,0.7999999999999999,1.2222222222222223,1
3,1,12.0,12,0,12,6,33,10,0,0,2,3,4,27,12,4,13,4,1,1,0.845959595959596,2.7777777777777777,0
1,3,6.0,6,0,6,12,34,12,3,0,4,13,6,27,10,2,3,6,3,0,1.3043217286914766,1.4444444444444444,1
1,0,9.0,9,0,9,4,35,11,2,0,0,0,5,27,14,2,5,5,2,0,0.676984126984127,2.111111111111111,0
0,1,4.0,4,0,4,9,37,14,1,0,2,5,6,27,11,0,0,6,2,0,0.9993857493857494,1.2222222222222223,1
3,0,13.0,13,0,13,1,31,5,0,0,1,1,9,27,15,2,3,9,1,0,0.44556451612903225,2.0,0
0,3,1.0,1,0,1,13,40,15,1,0,2,3,7,27,5,1,1,7,1,0,0.9590909090909092,0.6666666666666666,1
1,0,1.0,1,0,1,0,29,5,1,0,0,0,10,27,6,0,1,10,1,1,0.3793103448275862,0.7777777777777778,0
0,1,0.0,0,0,0,1,32,6,0,0,0,1,8,27,5,0,0,8,2,0,0.39962121212121215,0.5555555555555556,1
2,1,4.0,4,0,4,6,30,7,1,0,1,5,3,27,8,0,2,3,0,0,0.7095238095238094,1.1111111111111112,1
1,2,6.75,6,0,6,4,34,8,3,0,0,2,5,24,7,1,5,5,0,0,0.5937996820349762,1.5,0
2,0,3.0,3,0,3,2,33,7,1,0,0,5,5,27,9,0,1,5,0,1,0.5838876570583889,1.1111111111111112,0
0,2,2.0,2,0,2,3,34,9,1,0,0,1,6,27,7,0,5,6,0,1,0.5835913312693499,1.3333333333333333,1
1,0,4.0,4,0,4,11,36,15,2,0,1,6,4,27,15,1,4,4,2,0,1.0555555555555556,2.111111111111111,1
0,1,12.375,11,0,11,4,39,15,2,0,1,4,4,24,15,1,6,4,3,1,0.9673659673659674,2.625,0
0,2,3.0,3,0,4,7,31,9,1,0,1,5,13,27,7,1,4,13,1,2,0.7977332170880558,1.2222222222222223,1
2,0,7.875,7,0,7,4,34,7,2,0,1,4,9,24,9,1,5,9,0,0,0.6424148606811146,1.75,0
1,1,0.0,0,0,1,5,32,10,2,0,1,4,7,27,4,0,1,7,0,1,0.8576388888888888,0.5555555555555556,1
1,1,5.625,5,0,5,1,32,4,0,0,0,1,9,24,10,1,4,9,0,0,0.30147058823529416,1.75,0
0,0,11.0,11,0,12,4,36,12,2,1,1,3,8,27,14,1,1,8,0,2,0.9123931623931625,1.6666666666666667,0
0,0,4.0,4,0,4,12,41,14,3,0,1,1,8,27,12,1,3,8,2,1,0.8598979013045944,1.6666666666666667,1
0,1,2.0,2,0,2,4,28,3,0,0,1,3,7,27,9,0,3,7,1,0,0.40783410138248843,1.3333333333333333,1
1,0,2.25,2,0,4,2,34,9,1,0,0,3,10,24,3,1,3,10,0,2,0.6362229102167183,0.75,0
0,0,0.0,0,0,0,13,43,20,3,2,3,1,5,27,6,0,1,5,1,0,1.3144820295983086,0.7777777777777778,1
0,0,14.625,13,0,13,0,31,6,2,0,0,1,4,24,20,3,1,4,0,1,0.5004887585532747,2.625,0
1,1,3.0,3,0,3,5,32,10,2,0,3,2,8,27,6,1,5,8,2,0,1.0091911764705883,1.2222222222222223,1
1,1,4.5,4,0,5,3,30,6,2,0,1,5,7,24,10,3,2,7,1,1,0.7,1.5,0
2,0,7.0,7,0,7,6,32,6,0,0,3,4,5,27,11,2,5,5,1,0,0.7465277777777778,1.7777777777777777,0
0,2,6.0,6,0,6,7,36,11,3,0,2,5,9,27,6,3,4,9,0,0,0.9365079365079365,1.1111111111111112,1
1,1,9.0,9,0,9,1,30,5,0,0,1,4,6,27,13,2,2,6,0,0,0.5313725490196078,1.6666666666666667,0
1,1,1.0,1,0,1,9,39,13,0,0,2,2,9,27,5,1,4,9,1,0,0.8530331457160725,1.0,1
1,0,10.0,10,0,11,4,35,9,5,0,0,1,8,27,16,1,2,8,0,1,0.6777777777777778,2.0,0
0,1,4.0,4,0,4,11,42,16,1,2,1,2,3,27,9,0,1,3,0,0,0.9936507936507937,1.1111111111111112,1
0,0,9.0,9,0,9,0,33,6,0,0,0,4,12,27,8,2,6,12,0,0,0.47129186602870815,1.5555555555555556,0
0,0,0.0,0,0,0,9,35,8,2,0,2,6,5,27,6,0,4,5,0,0,0.8142857142857143,1.1111111111111112,1
0,1,4.0,4,0,4,11,34,13,4,0,3,5,9,27,10,0,4,9,2,0,1.214705882352941,1.5555555555555556,1
1,0,12.375,11,0,11,4,33,10,3,0,0,4,6,24,13,3,5,6,1,1,0.7886762360446571,2.25,0
0,2,4.0,4,0,4,8,35,14,1,0,1,5,9,27,9,1,3,9,1,1,1.00265780730897,1.3333333333333333,1
2,0,7.875,7,0,8,4,37,9,1,0,1,3,9,24,14,1,5,9,1,2,0.6684245220830587,2.375,0
1,0,5.0,5,0,5,3,34,9,1,0,0,3,10,27,12,2,4,10,1,0,0.6184419713831479,1.7777777777777777,0
0,1,2.0,2,0,3,5,36,12,2,0,2,4,10,27,9,0,3,10,0,1,0.9701897018970189,1.3333333333333333,1
1,0,6.0,6,0,9,3,36,9,2,0,2,0,12,27,13,2,4,12,0,2,0.7222222222222222,1.8888888888888888,0
0,1,2.0,2,0,3,9,36,13,1,0,2,4,7,27,9,2,0,7,0,1,0.9841269841269842,1.0,1
0,0,1.0,1,0,1,8,33,11,4,0,0,4,7,27,6,1,3,7,1,0,0.85995085995086,1.0,1
0,0,9.0,8,0,8,1,31,6,1,0,1,3,4,24,11,0,4,4,1,0,0.5872865275142315,1.875,0
0,4,1.0,1,0,1,9,33,10,1,0,1,8,4,27,8,1,4,4,0,0,0.8632668144863267,1.3333333333333333,1
4,0,10.125,9,0,9,1,34,8,0,0,1,4,6,24,10,1,8,6,0,1,0.6393188854489165,2.25,0
0,0,11.0,11,0,11,0,31,4,0,0,0,0,9,27,18,1,3,9,0,1,0.25806451612903225,2.3333333333333335,0
0,0,0.0,0,0,0,11,42,18,7,0,1,3,8,27,4,0,0,8,0,0,1.1231884057971013,0.4444444444444444,1
0,1,5.0,5,0,5,7,35,14,4,0,1,4,10,27,9,0,1,10,0,1,1.0878048780487806,1.1111111111111112,1
1,0,6.75,6,0,7,5,34,9,1,1,0,1,5,24,14,1,4,5,1,1,0.6862745098039216,2.25,0
2,1,13.0,13,0,15,6,38,11,2,0,1,3,9,27,13,0,9,9,0,1,0.7625160462130938,2.4444444444444446,0
1,2,4.0,4,0,6,15,39,13,2,0,0,9,5,27,11,1,3,5,1,1,0.8540031397174255,1.5555555555555556,1
0,0,14.0,14,0,16,8,38,14,2,0,3,4,5,27,17,4,3,5,0,3,1.086466165413534,2.2222222222222223,0
0,0,8.0,8,0,8,16,46,17,3,0,4,3,5,27,14,3,4,5,2,0,1.103815439219166,2.0,1
0,0,0.0,0,1,0,1,27,7,0,0,0,3,6,27,2,0,1,6,0,0,0.5818399044205496,0.3333333333333333,1
0,0,1.125,1,0,1,0,28,2,0,0,0,1,5,24,7,0,3,5,2,0,0.1748768472906404,1.25,0
0,0,6.0,6,0,7,2,27,3,0,0,0,5,12,27,8,0,3,12,0,1,0.40522875816993464,1.2222222222222223,0
0,0,2.0,2,0,2,7,32,8,2,0,0,3,9,27,3,0,5,9,1,0,0.6097972972972974,0.8888888888888888,1
1,0,4.0,4,0,4,2,31,8,1,0,0,5,6,27,9,0,7,6,3,0,0.6514336917562724,1.7777777777777777,0
0,1,2.0,2,0,2,4,31,9,2,0,0,7,8,27,8,0,5,8,0,1,0.7798387096774193,1.4444444444444444,1
0,0,2.0,2,0,2,8,30,9,4,2,0,2,5,27,8,1,5,5,2,0,0.8901960784313725,1.4444444444444444,1
0,0,7.875,7,0,8,2,32,8,1,0,1,5,8,24,9,0,2,8,2,2,0.743421052631579,1.375,0
1,0,5.0,5,0,5,6,34,10,4,0,0,5,9,27,9,1,5,9,0,1,0.8117647058823529,1.5555555555555556,1
0,1,6.230769230769231,6,0,6,5,33,9,2,0,1,5,8,26,10,0,5,8,0,1,0.7832167832167832,1.7307692307692308,0
0,0,5.0,5,0,6,11,30,8,2,0,2,6,12,27,11,1,4,12,1,1,0.9333333333333333,1.6666666666666667,1
0,0,9.0,8,0,11,6,36,11,1,1,1,4,2,24,8,2,6,2,0,4,0.8472222222222222,1.75,0
0,2,9.0,9,0,9,10,36,16,5,1,2,4,8,27,17,1,3,8,1,0,1.293360433604336,2.2222222222222223,1
2,0,11.25,10,0,10,9,41,17,3,0,1,3,5,24,16,2,4,5,0,0,1.0174973488865324,2.5,0
0,1,10.636363636363637,13,0,13,11,48,17,2,0,2,5,11,33,22,1,3,11,1,2,0.9467592592592593,2.272727272727273,0
1,0,9.0,11,0,11,13,51,22,2,0,1,3,11,33,17,2,5,11,1,0,1.0030959752321982,2.0,1
0,0,2.0,2,0,3,6,31,9,2,0,1,6,5,27,8,0,6,5,2,1,0.8618693134822166,1.5555555555555556,1
0,0,6.75,6,0,6,3,33,8,3,0,0,6,3,24,9,1,6,3,0,0,0.6923076923076923,1.875,0
1,0,2.0,2,0,2,1,32,8,1,0,1,1,13,27,8,1,2,13,0,0,0.6477272727272727,1.1111111111111112,0
0,1,1.0,1,0,1,2,34,8,0,0,1,2,5,27,8,1,1,5,2,0,0.6013071895424837,1.0,1
1,0,8.181818181818182,10,0,10,7,44,14,2,0,1,4,10,33,11,2,5,10,0,1,0.8318181818181818,1.4545454545454546,0
0,1,4.909090909090909,6,0,7,10,43,11,3,0,2,5,10,33,14,1,4,10,3,1,0.7984496124031008,1.6363636363636365,1
0,0,5.0,5,0,5,3,33,7,1,0,3,0,6,27,11,0,2,6,0,0,0.750445632798574,1.4444444444444444,0
0,0,3.0,3,0,3,5,36,11,0,0,0,2,4,27,7,3,0,4,1,0,0.6388888888888888,0.7777777777777778,1
0,2,5.0,5,0,5,7,36,15,3,0,1,4,10,27,10,1,3,10,0,0,1.0583333333333333,1.4444444444444444,1
2,0,7.875,7,0,7,5,35,10,4,0,1,3,6,24,15,1,4,6,2,0,0.8278195488721805,2.375,0
1,0,3.0,3,0,3,4,33,11,5,0,1,6,1,27,12,1,3,1,3,0,1.0257575757575759,1.6666666666666667,1
0,1,3.375,3,0,4,3,33,12,2,0,1,3,5,24,11,1,6,5,0,2,0.9318181818181819,2.125,0
3,1,3.0,3,0,3,4,31,8,1,1,2,2,6,27,4,1,3,6,0,0,0.8514173998044965,0.7777777777777778,1
1,3,4.5,4,0,4,3,31,4,0,0,1,3,4,24,8,2,2,4,1,0,0.43168880455407965,1.25,0
1,0,9.0,9,0,9,4,33,7,1,0,0,4,6,27,13,3,5,6,0,0,0.5397215397215398,2.0,0
0,1,4.0,4,0,4,9,39,13,3,1,3,5,10,27,7,0,4,10,1,0,1.1013986013986015,1.2222222222222223,1
0,1,5.0,5,0,5,7,29,7,2,0,4,10,7,27,10,2,1,7,1,1,1.1600353669319188,1.2222222222222223,1
1,0,7.875,7,0,7,5,36,10,1,0,2,1,9,24,7,4,10,9,2,0,0.7695195195195195,2.125,0
0,0,6.0,6,0,6,7,36,12,2,0,1,7,9,27,15,1,1,9,0,0,0.9267676767676767,1.7777777777777777,1
0,0,7.26923076923077,7,0,7,6,39,15,0,0,1,1,5,26,12,1,7,5,2,0,0.8901098901098901,2.1923076923076925,0
0,0,0.0,0,0,0,2,27,7,0,0,0,1,7,27,6,0,0,7,1,1,0.5592592592592592,0.6666666666666666,1
0,0,2.25,2,0,2,0,32,6,0,0,0,0,5,24,7,0,1,5,2,0,0.375,1.0,0
0,0,6.0,6,0,6,11,42,18,2,0,2,3,9,27,14,1,4,9,3,0,1.0755693581780539,2.0,1
0,0,9.0,8,0,11,6,37,14,5,0,1,4,5,24,18,2,3,5,1,3,1.0231660231660231,2.625,0
1,1,3.6,4,0,7,9,33,10,1,0,2,9,11,30,12,1,1,11,3,1,0.9802677942212825,1.3,1
1,1,7.7142857142857135,8,0,9,7,40,12,2,0,1,1,8,28,10,2,9,8,1,1,0.7738372093023256,2.0357142857142856,0
1,1,2.0,2,0,2,5,28,8,1,0,0,6,6,27,8,0,5,6,1,0,0.7214285714285715,1.4444444444444444,1
1,1,5.625,5,0,5,2,34,8,0,0,0,5,5,24,8,0,6,5,2,1,0.5686274509803921,1.75,0
0,0,0.0,0,0,0,1,29,9,1,0,1,1,7,27,5,0,3,7,0,0,0.8232758620689655,0.8888888888888888,1
0,0,1.125,1,0,1,0,30,5,0,0,0,3,9,24,9,1,1,9,2,0,0.40909090909090906,1.25,0
0,4,3.0,3,0,3,11,39,17,3,1,0,4,6,27,6,1,2,6,1,0,1.0747408619749046,0.8888888888888888,1
4,0,12.375,11,0,11,3,31,6,1,1,1,2,7,24,17,0,4,7,0,1,0.6442396313364055,2.625,0
0,1,13.0,13,0,13,9,41,15,1,1,0,3,6,27,18,5,6,6,1,1,0.8390243902439025,2.6666666666666665,0
1,0,8.0,8,0,9,13,46,18,1,0,5,6,8,27,15,0,3,8,1,2,1.2108285479901557,2.0,1
0,0,10.0,10,0,10,5,30,6,0,0,2,7,6,27,14,1,5,6,0,0,0.7684210526315789,2.111111111111111,0
0,0,5.0,5,0,5,10,38,14,7,1,1,5,10,27,6,2,7,10,1,0,1.1064327485380117,1.4444444444444444,1
0,1,0.0,0,0,0,11,40,16,6,0,1,0,9,27,5,0,3,9,2,0,1.066860465116279,0.8888888888888888,1
1,0,12.375,11,0,11,0,29,5,2,0,0,3,6,24,16,1,0,6,0,0,0.4913793103448276,2.0,0
0,0,3.0,3,0,3,4,31,7,2,0,0,5,3,27,11,2,4,3,1,0,0.6587436332767402,1.6666666666666667,1
0,0,4.319999999999999,4,0,4,3,34,11,1,0,2,4,9,25,7,0,5,9,0,0,0.9241486068111455,1.44,0
3,1,4.0,4,0,4,7,31,10,1,0,3,4,9,27,11,1,5,9,2,1,1.0451612903225806,1.7777777777777777,1
1,3,7.875,7,0,7,4,34,11,0,0,1,5,5,24,10,3,4,5,2,1,0.8263988522238164,1.75,0
1,0,3.0,3,0,4,2,30,6,0,0,0,2,9,27,9,1,4,9,0,1,0.44242424242424244,1.4444444444444444,0
0,1,2.0,2,0,2,4,34,9,3,0,1,4,9,27,6,0,2,9,0,0,0.78328173374613,0.8888888888888888,1
2,3,4.0,4,0,4,5,35,13,2,0,1,3,4,27,7,1,4,4,0,1,0.9642857142857142,1.2222222222222223,1
3,2,5.3999999999999995,5,0,5,4,33,7,0,0,1,4,7,25,13,1,3,7,1,0,0.6003276003276004,1.92,0
1,1,3.0,3,0,3,12,40,17,2,0,3,2,10,27,6,0,3,10,1,0,1.1523809523809523,1.0,1
1,1,13.5,12,0,12,3,31,6,1,0,0,3,6,24,17,3,2,6,0,0,0.5231037489102005,2.375,0
0,0,1.0,1,0,1,2,35,10,0,0,1,0,5,27,6,0,1,5,0,1,0.676984126984127,0.7777777777777778,1
0,0,2.1599999999999997,2,0,2,1,33,6,1,0,0,1,8,25,10,1,0,8,0,1,0.41800356506238856,1.2,0
0,1,8.0,8,0,8,7,39,14,0,0,2,4,9,27,11,2,4,9,0,0,0.9314251639833036,1.6666666666666667,0
1,0,7.0,7,0,7,8,35,11,3,0,2,4,3,27,14,2,4,3,3,1,0.9464285714285714,2.0,1
1,0,4.0,4,0,4,10,34,14,2,1,3,5,6,27,11,1,0,6,0,0,1.2812971342383106,1.2222222222222223,1
0,1,11.25,10,0,10,4,38,11,2,0,1,0,5,24,14,3,5,5,2,0,0.7105263157894737,2.375,0
1,0,6.0,6,0,7,5,35,9,3,0,0,2,6,27,9,0,7,6,0,1,0.6586466165413534,1.7777777777777777,0
0,1,5.0,5,0,5,7,37,9,3,1,0,7,5,27,9,0,2,5,0,1,0.7561561561561562,1.2222222222222223,1
1,2,1.0,1,0,1,4,30,8,0,0,0,9,4,27,6,0,1,4,0,1,0.7025641025641025,0.7777777777777778,1
2,1,4.5,4,0,4,1,32,6,0,0,0,1,5,24,8,0,9,5,0,0,0.39962121212121215,2.125,0
0,0,6.0,6,0,6,9,35,12,1,0,2,6,8,27,8,0,4,8,1,0,0.9818815331010453,1.3333333333333333,1
0,0,10.125,9,0,9,6,31,8,2,0,0,4,8,24,12,2,6,8,1,0,0.6646859083191851,2.25,0
1,0,6.0,6,0,6,9,33,11,2,1,0,4,4,27,8,0,7,4,1,0,0.8755980861244019,1.6666666666666667,1
0,1,6.75,6,0,9,6,31,8,2,0,0,7,7,24,11,0,4,7,2,1,0.707196029776675,1.875,0
0,0,1.0,1,0,1,4,30,8,0,1,1,4,8,27,4,1,3,8,0,0,0.7862745098039217,0.7777777777777778,1
0,0,4.5,4,0,4,1,30,4,0,0,1,3,8,24,8,1,4,8,1,0,0.5111111111111111,1.5,0
0,0,1.0,1,0,1,9,34,13,5,0,1,1,7,27,6,0,6,7,0,1,1.0279034690799396,1.3333333333333333,1
0,0,10.125,9,0,9,1,32,6,1,0,0,6,3,24,13,1,1,3,0,0,0.5264423076923077,1.75,0
0,0,0.0,0,0,0,14,40,16,1,0,2,5,6,27,6,0,1,6,2,1,1.0416666666666665,0.7777777777777778,1
0,0,13.5,12,0,14,0,30,6,0,0,0,1,4,24,16,2,5,4,0,2,0.4258064516129032,2.625,0
0,0,4.0,4,0,4,2,32,7,1,0,0,2,4,27,7,0,2,4,1,1,0.5357142857142857,1.0,0
0,0,2.0,2,0,2,4,31,7,3,0,0,2,7,27,7,0,2,7,2,2,0.595307917888563,1.0,1
0,2,8.0,8,0,8,12,40,17,7,0,0,7,7,27,10,2,2,7,2,0,1.110204081632653,1.3333333333333333,1
2,0,13.5,12,0,12,8,32,10,1,0,2,2,7,24,17,0,7,7,0,0,0.8826013513513513,3.0,0
1,3,0.0,0,0,0,2,28,5,0,0,0,2,7,27,7,0,5,7,1,0,0.4043778801843318,1.3333333333333333,1
3,1,2.25,2,0,2,0,32,7,0,0,0,5,10,24,5,0,2,10,0,1,0.5608552631578947,0.875,0
1,0,5.0,5,0,5,2,34,11,3,1,0,1,6,27,9,1,6,6,1,0,0.8316993464052287,1.6666666666666667,0
0,1,2.0,2,0,2,5,33,9,2,1,1,6,8,27,11,0,1,8,2,0,0.8694638694638694,1.3333333333333333,1
0,1,5.0,5,0,6,7,34,10,0,0,2,2,8,27,12,2,4,8,1,3,0.803921568627451,1.7777777777777777,1
1,0,7.875,7,0,7,6,36,12,0,0,2,4,10,24,10,2,2,10,0,0,0.9146341463414633,1.5,0
0,1,5.25,7,0,7,6,45,12,1,0,1,9,13,36,10,0,6,13,1,2,0.7444444444444445,1.3333333333333333,0
1,0,3.0,4,0,6,7,45,10,3,1,0,6,7,36,12,1,9,7,2,2,0.641025641025641,1.75,1
1,1,3.0,3,0,4,3,30,5,1,0,1,7,7,27,10,1,2,7,1,3,0.6243243243243244,1.3333333333333333,0
1,1,3.0,3,0,3,4,35,10,0,0,1,2,11,27,5,1,7,11,1,0,0.6791208791208792,1.3333333333333333,1
1,2,9.0,9,0,9,2,36,9,0,0,1,3,8,27,15,0,4,8,0,0,0.641025641025641,2.111111111111111,0
2,1,2.0,2,0,2,9,40,15,4,1,0,4,10,27,9,1,3,10,0,0,0.9568181818181818,1.3333333333333333,1
0,0,2.0,2,0,2,5,31,8,1,0,1,9,6,27,9,0,2,6,0,0,0.8120967741935483,1.2222222222222223,1
0,0,3.375,3,0,5,2,34,9,0,0,0,2,10,24,8,1,9,10,1,2,0.5890302066772655,2.125,0
3,0,2.0,2,0,2,3,37,11,2,1,1,1,8,27,7,1,6,8,1,0,0.802275960170697,1.4444444444444444,1
0,3,3.1153846153846154,3,0,3,2,32,7,1,0,1,6,7,26,11,1,1,7,0,0,0.6858552631578947,1.3846153846153848,0
0,0,2.0,2,0,6,9,33,13,2,0,4,3,2,27,9,1,1,2,2,2,1.2506142506142508,1.1111111111111112,1
0,0,9.0,8,0,9,6,34,9,1,0,1,1,2,24,13,4,3,2,1,1,0.7244582043343653,2.0,0
0,0,4.0,4,0,4,8,36,14,3,1,1,3,9,27,8,1,7,9,0,0,1.047008547008547,1.6666666666666667,1
0,0,9.0,8,0,8,4,34,8,1,0,1,7,6,24,14,1,3,6,1,0,0.7187948350071736,2.125,0
0,1,8.0,8,0,8,7,40,15,2,1,1,3,7,27,14,2,4,7,2,1,0.9686046511627908,2.0,0
1,0,7.0,7,0,7,8,38,14,1,0,2,4,4,27,15,1,3,4,1,0,0.9970760233918129,2.0,1
0,0,0.0,0,0,0,6,29,7,1,0,0,4,7,27,6,0,2,7,1,1,0.6187192118226601,0.8888888888888888,1
0,0,3.375,3,0,6,0,32,6,1,0,0,2,7,24,7,0,4,7,1,1,0.4758928571428571,1.375,0
0,0,6.0,6,0,7,3,30,5,4,0,1,0,7,27,9,3,2,7,1,1,0.5875,1.2222222222222223,0
0,0,3.0,3,0,3,7,35,9,2,0,3,2,9,27,5,1,0,9,0,0,0.8609022556390977,0.5555555555555556,1
2,1,3.0,3,0,3,5,27,5,1,0,1,6,6,27,9,1,1,6,1,0,0.6568627450980392,1.1111111111111112,1
1,2,5.625,5,0,5,3,34,9,0,1,1,1,3,24,5,1,6,3,0,0,0.6974789915966386,1.375,0
0,0,6.0,6,0,6,10,39,17,5,1,1,4,5,27,9,0,2,5,1,0,1.180679785330948,1.2222222222222223,1
0,0,11.25,10,0,10,6,35,9,2,0,0,2,3,24,17,1,4,3,1,0,0.6115830115830116,2.625,0
0,0,5.0,5,0,6,7,32,10,5,0,0,7,4,27,14,0,6,4,3,2,0.9046474358974359,2.2222222222222223,1
0,0,7.875,7,0,7,6,36,14,0,0,0,6,4,24,10,0,7,4,0,0,0.8772609819121446,2.125,0
2,1,2.0,2,0,4,3,30,8,1,0,0,6,6,27,9,1,4,6,1,2,0.6888888888888889,1.4444444444444444,0
1,2,3.0,3,0,3,4,36,9,1,0,1,4,7,27,8,0,6,7,2,0,0.6861111111111111,1.5555555555555556,1
1,0,9.0,9,0,9,5,36,11,3,0,0,3,7,27,14,2,3,7,1,0,0.7478632478632479,1.8888888888888888,0
0,1,5.0,5,0,5,9,39,14,3,0,2,3,5,27,11,0,3,5,1,1,1.0083482409063804,1.5555555555555556,1
0,0,1.0,1,0,1,3,29,8,3,0,0,2,4,27,6,1,0,4,0,0,0.7018909899888766,0.6666666666666666,1
0,0,3.375,3,0,3,1,33,6,0,0,1,0,3,24,8,0,2,3,0,0,0.47860962566844917,1.25,0
0,1,0.0,0,0,0,5,32,10,0,0,1,3,7,27,6,0,3,7,2,0,0.7776785714285714,1.0,1
1,0,5.625,5,0,5,0,30,6,0,0,0,3,9,24,10,1,3,9,0,0,0.4727272727272727,1.625,0
1,0,8.0,8,0,8,6,34,11,2,0,0,4,2,27,17,2,2,2,1,1,0.7871148459383753,2.111111111111111,0
0,1,4.0,4,0,6,8,40,17,1,0,2,2,8,27,11,0,4,8,0,2,1.0523809523809524,1.6666666666666667,1
0,1,5.0,5,0,5,3,35,10,3,0,2,2,5,27,12,3,2,5,1,0,0.8671814671814672,1.5555555555555556,0
1,0,3.0,3,0,3,5,35,12,2,0,3,2,8,27,10,2,2,8,1,0,1.0518796992481203,1.3333333333333333,1
0,0,13.0,13,0,13,10,38,14,2,0,4,1,4,27,15,2,6,4,1,0,1.1654135338345863,2.3333333333333335,0
0,0,10.0,10,0,10,13,40,15,3,0,2,6,6,27,14,4,1,6,0,0,1.0565217391304347,1.6666666666666667,1
0,0,3.6,4,0,4,3,38,11,2,0,0,3,7,30,9,1,3,7,1,3,0.6992481203007519,1.2,0
0,0,2.7,3,0,3,4,40,9,4,0,1,3,7,30,11,0,3,7,2,0,0.6790697674418604,1.4,1
1,1,11.0,11,0,11,4,36,15,2,0,0,6,2,27,16,1,5,2,1,2,0.9833333333333333,2.3333333333333335,0
1,1,4.0,4,0,4,11,40,16,5,1,1,5,0,27,15,0,6,0,4,0,1.1166666666666667,2.3333333333333335,1
0,0,1.6363636363636365,2,0,2,3,38,9,1,0,1,4,1,33,9,0,4,1,1,0,0.6830143540669856,1.1818181818181819,1
0,0,2.53125,3,0,3,2,40,9,2,0,0,4,6,32,9,1,4,6,0,1,0.5861111111111111,1.21875,0
0,1,3.0,3,0,3,1,31,7,0,0,0,4,10,27,7,0,5,10,0,0,0.5771578029642546,1.3333333333333333,0
1,0,1.0,1,0,1,3,32,7,2,0,0,5,10,27,7,0,4,10,2,2,0.5970394736842105,1.2222222222222223,1
1,0,10.0,10,0,13,7,40,14,4,0,3,1,5,27,19,1,5,5,2,2,1.0408536585365855,2.6666666666666665,0
0,1,6.0,6,0,7,13,45,19,2,1,1,5,7,27,14,3,1,7,2,2,1.0577777777777777,1.6666666666666667,1
0,0,11.0,11,0,11,1,36,8,1,1,0,1,7,27,14,5,7,7,0,0,0.5487987987987988,2.3333333333333335,0
0,0,1.0,1,0,1,11,40,14,2,0,5,7,7,27,8,0,1,7,0,1,1.2218085106382979,1.0,1
0,1,0.0,0,1,0,5,31,9,2,0,2,3,5,27,5,0,1,5,0,0,0.9013282732447818,0.6666666666666666,1
1,0,5.625,5,0,5,0,32,5,0,0,0,1,4,24,9,2,3,4,0,0,0.3380681818181818,1.5,0
0,0,6.0,6,0,6,13,41,18,3,0,3,3,10,27,12,2,4,10,1,0,1.2205962059620596,1.7777777777777777,1
0,0,14.625,13,0,13,6,37,12,2,0,2,4,3,24,18,3,3,3,1,0,0.9591451917033313,2.625,0
0,0,3.0,3,0,4,2,36,10,1,0,1,4,7,27,8,0,6,7,0,2,0.7388888888888889,1.5555555555555556,0
0,0,1.0,1,0,2,4,34,8,0,0,0,6,10,27,10,1,4,10,0,3,0.5767575322812052,1.5555555555555556,1
1,0,6.0,6,0,11,1,29,5,0,0,0,3,5,27,13,1,9,5,1,3,0.48669950738916257,2.4444444444444446,0
0,1,1.0,1,0,1,11,39,13,1,0,1,9,5,27,5,0,3,5,1,0,0.8958974358974359,0.8888888888888888,1
0,0,11.0,11,0,11,3,33,9,0,0,2,1,6,27,19,1,2,6,1,0,0.7486631016042781,2.3333333333333335,0
0,0,3.0,3,0,3,11,41,19,4,0,1,2,6,27,9,2,1,6,2,0,1.1114190687361418,1.1111111111111112,1
0,1,2.0,2,0,2,6,31,9,2,0,2,2,8,27,7,1,2,8,4,1,0.8817204301075268,1.0,1
1,0,6.75,6,0,6,2,31,7,0,0,1,2,4,24,9,2,2,4,1,0,0.595307917888563,1.375,0
0,0,4.0,4,0,4,6,32,8,2,0,0,7,8,27,10,0,3,8,0,2,0.6971153846153846,1.4444444444444444,1
